transaction_id,order_id,order_time,customer_id,product_id,quantity,unit_price,unit_cost,sales_amount,discount_amount,net_sales_amount,cost_amount,profit
592,O0199,2026-08-19 19:48:00,C017,D02,3,17,8,51,0.0,51.0,24,27.0
593,O0199,2026-08-19 19:48:00,C017,S04,2,19,12,38,0.0,38.0,24,14.0
594,O0200,2026-08-03 08:17:00,C030,S06,4,22,9,88,0.0,88.0,36,52.0
595,O0200,2026-08-03 08:17:00,C030,D08,2,22,15,44,0.0,44.0,30,14.0
596,O0200,2026-08-03 08:17:00,C030,H03,2,55,35,110,0.0,110.0,70,40.0
597,O0201,2026-08-01 20:28:00,C029,S05,2,13,8,26,0.0,26.0,16,10.0
598,O0201,2026-08-01 20:28:00,C029,S03,2,30,16,60,0.0,60.0,32,28.0
599,O0201,2026-08-01 20:28:00,C029,D03,3,19,12,57,0.0,57.0,36,21.0
600,O0201,2026-08-01 20:28:00,C029,S10,3,33,18,99,0.0,99.0,54,45.0
601,O0202,2026-08-04 20:55:00,C012,D03,1,19,12,19,0.0,19.0,12,7.0
602,O0202,2026-08-04 20:55:00,C012,H04,1,50,32,50,0.0,50.0,32,18.0
603,O0202,2026-08-04 20:55:00,C012,S07,4,18,9,72,0.0,72.0,36,36.0
604,O0202,2026-08-04 20:55:00,C012,S04,4,19,12,76,0.0,76.0,48,28.0
605,O0203,2026-08-03 15:11:00,C016,S05,2,13,8,26,0.0,26.0,16,10.0
606,O0203,2026-08-03 15:11:00,C016,D08,3,22,15,66,0.0,66.0,45,21.0
607,O0203,2026-08-03 15:11:00,C016,S01,4,33,18,132,0.0,132.0,72,60.0
608,O0203,2026-08-03 15:11:00,C016,D06,3,14,6,42,0.0,42.0,18,24.0
609,O0203,2026-08-03 15:11:00,C016,S02,4,15,9,60,0.0,60.0,36,24.0
610,O0204,2026-08-09 13:14:00,C015,D03,2,19,12,38,0.0,38.0,24,14.0
611,O0204,2026-08-09 13:14:00,C015,S07,1,18,9,18,0.0,18.0,9,9.0
612,O0204,2026-08-09 13:14:00,C015,S09,2,20,12,40,0.0,40.0,24,16.0
613,O0204,2026-08-09 13:14:00,C015,H07,2,38,21,76,0.0,76.0,42,34.0
614,O0205,2026-08-18 11:36:00,C013,D01,1,18,8,18,0.0,18.0,8,10.0
615,O0206,2026-08-30 08:29:00,C001,D06,4,14,6,56,0.0,56.0,24,32.0
616,O0206,2026-08-30 08:29:00,C001,S08,2,16,9,32,0.0,32.0,18,14.0
617,O0206,2026-08-30 08:29:00,C001,S07,4,18,9,72,0.0,72.0,36,36.0
618,O0206,2026-08-30 08:29:00,C001,S01,3,33,18,99,0.0,99.0,54,45.0
619,O0206,2026-08-30 08:29:00,C001,D03,1,19,12,19,0.0,19.0,12,7.0
620,O0207,2026-08-13 16:32:00,C006,D06,2,14,6,28,0.0,28.0,12,16.0
621,O0207,2026-08-13 16:32:00,C006,S07,2,18,9,36,0.0,36.0,18,18.0
622,O0207,2026-08-13 16:32:00,C006,H07,2,38,21,76,0.0,76.0,42,34.0
623,O0208,2026-08-03 10:32:00,C040,S05,3,13,8,39,0.0,39.0,24,15.0
624,O0209,2026-08-11 09:29:00,C027,H04,1,50,32,50,0.0,50.0,32,18.0
625,O0209,2026-08-11 09:29:00,C027,S06,1,22,9,22,0.0,22.0,9,13.0
626,O0209,2026-08-11 09:29:00,C027,S08,4,16,9,64,0.0,64.0,36,28.0
627,O0209,2026-08-11 09:29:00,C027,S02,2,15,9,30,0.0,30.0,18,12.0
628,O0209,2026-08-11 09:29:00,C027,D06,2,14,6,28,0.0,28.0,12,16.0
629,O0210,2026-08-28 10:07:00,C035,S04,1,19,12,19,0.0,19.0,12,7.0
630,O0210,2026-08-28 10:07:00,C035,H03,1,55,35,55,0.0,55.0,35,20.0
631,O0210,2026-08-28 10:07:00,C035,S03,3,30,16,90,0.0,90.0,48,42.0
632,O0210,2026-08-28 10:07:00,C035,S07,3,18,9,54,0.0,54.0,27,27.0
633,O0210,2026-08-28 10:07:00,C035,H04,1,50,32,50,0.0,50.0,32,18.0
634,O0211,2026-08-28 20:54:00,C007,H05,1,35,20,35,0.12,34.88,20,14.88
635,O0211,2026-08-28 20:54:00,C007,D03,1,19,12,19,0.06,18.94,12,6.94
636,O0211,2026-08-28 20:54:00,C007,H03,2,55,35,110,0.37,109.63,70,39.63
637,O0211,2026-08-28 20:54:00,C007,S10,3,33,18,99,0.33,98.67,54,44.67
638,O0211,2026-08-28 20:54:00,C007,H07,1,38,21,38,0.13,37.87,21,16.87
639,O0212,2026-08-14 08:24:00,C035,D08,1,22,15,22,0.0,22.0,15,7.0
640,O0213,2026-08-13 17:02:00,C041,H02,1,44,27,44,0.0,44.0,27,17.0
641,O0213,2026-08-13 17:02:00,C041,H06,1,50,34,50,0.0,50.0,34,16.0
642,O0213,2026-08-13 17:02:00,C041,S03,2,30,16,60,0.0,60.0,32,28.0
643,O0213,2026-08-13 17:02:00,C041,H01,2,58,35,116,0.0,116.0,70,46.0
644,O0213,2026-08-13 17:02:00,C041,H05,2,35,20,70,0.0,70.0,40,30.0
645,O0214,2026-08-14 11:49:00,C010,H06,1,50,34,50,0.0,50.0,34,16.0
646,O0215,2026-08-22 12:02:00,C009,S06,1,22,9,22,0.13,21.87,9,12.87
647,O0215,2026-08-22 12:02:00,C009,H04,2,50,32,100,0.59,99.41,64,35.41
648,O0215,2026-08-22 12:02:00,C009,S08,3,16,9,48,0.28,47.72,27,20.72
649,O0216,2026-08-05 13:38:00,C016,D07,1,17,10,17,0.0,17.0,10,7.0
650,O0216,2026-08-05 13:38:00,C016,H01,2,58,35,116,0.0,116.0,70,46.0
651,O0216,2026-08-05 13:38:00,C016,S06,2,22,9,44,0.0,44.0,18,26.0
652,O0216,2026-08-05 13:38:00,C016,S08,4,16,9,64,0.0,64.0,36,28.0
653,O0216,2026-08-05 13:38:00,C016,H07,2,38,21,76,0.0,76.0,42,34.0
654,O0217,2026-08-18 09:35:00,C029,S02,2,15,9,30,0.0,30.0,18,12.0
655,O0217,2026-08-18 09:35:00,C029,D08,1,22,15,22,0.0,22.0,15,7.0
656,O0217,2026-08-18 09:35:00,C029,S05,4,13,8,52,0.0,52.0,32,20.0
657,O0217,2026-08-18 09:35:00,C029,D02,3,17,8,51,0.0,51.0,24,27.0
658,O0218,2026-08-02 10:29:00,C032,H06,2,50,34,100,0.0,100.0,68,32.0
659,O0219,2026-08-03 15:56:00,C044,H03,1,55,35,55,0.0,55.0,35,20.0
660,O0219,2026-08-03 15:56:00,C044,D03,2,19,12,38,0.0,38.0,24,14.0
661,O0219,2026-08-03 15:56:00,C044,H05,1,35,20,35,0.0,35.0,20,15.0
662,O0220,2026-08-04 10:22:00,C023,H06,2,50,34,100,0.0,100.0,68,32.0
663,O0220,2026-08-04 10:22:00,C023,H02,1,44,27,44,0.0,44.0,27,17.0
664,O0220,2026-08-04 10:22:00,C023,H05,1,35,20,35,0.0,35.0,20,15.0
665,O0220,2026-08-04 10:22:00,C023,H01,1,58,35,58,0.0,58.0,35,23.0
666,O0220,2026-08-04 10:22:00,C023,S03,1,30,16,30,0.0,30.0,16,14.0
667,O0221,2026-08-09 14:21:00,C003,S10,2,33,18,66,0.0,66.0,36,30.0
668,O0221,2026-08-09 14:21:00,C003,H05,1,35,20,35,0.0,35.0,20,15.0
669,O0222,2026-08-05 14:01:00,C025,D08,2,22,15,44,0.0,44.0,30,14.0
670,O0222,2026-08-05 14:01:00,C025,S03,2,30,16,60,0.0,60.0,32,28.0
671,O0222,2026-08-05 14:01:00,C025,H07,2,38,21,76,0.0,76.0,42,34.0
672,O0222,2026-08-05 14:01:00,C025,H01,2,58,35,116,0.0,116.0,70,46.0
673,O0223,2026-08-22 12:42:00,C034,D03,1,19,12,19,0.0,19.0,12,7.0
674,O0224,2026-08-04 15:31:00,C013,H04,1,50,32,50,0.0,50.0,32,18.0
675,O0224,2026-08-04 15:31:00,C013,S07,2,18,9,36,0.0,36.0,18,18.0
676,O0224,2026-08-04 15:31:00,C013,D08,4,22,15,88,0.0,88.0,60,28.0
677,O0224,2026-08-04 15:31:00,C013,S05,3,13,8,39,0.0,39.0,24,15.0
678,O0225,2026-08-12 15:40:00,C047,S08,3,16,9,48,0.0,48.0,27,21.0
679,O0225,2026-08-12 15:40:00,C047,S05,4,13,8,52,0.0,52.0,32,20.0
680,O0225,2026-08-12 15:40:00,C047,S10,1,33,18,33,0.0,33.0,18,15.0
681,O0226,2026-08-12 07:28:00,C002,D03,4,19,12,76,0.0,76.0,48,28.0
682,O0226,2026-08-12 07:28:00,C002,S05,4,13,8,52,0.0,52.0,32,20.0
683,O0226,2026-08-12 07:28:00,C002,D02,2,17,8,34,0.0,34.0,16,18.0
684,O0226,2026-08-12 07:28:00,C002,S10,1,33,18,33,0.0,33.0,18,15.0
685,O0227,2026-08-29 19:42:00,C024,H02,1,44,27,44,0.0,44.0,27,17.0
686,O0227,2026-08-29 19:42:00,C024,D03,2,19,12,38,0.0,38.0,24,14.0
687,O0227,2026-08-29 19:42:00,C024,S02,2,15,9,30,0.0,30.0,18,12.0
688,O0228,2026-08-06 17:41:00,C026,H04,1,50,32,50,0.0,50.0,32,18.0
689,O0228,2026-08-06 17:41:00,C026,H02,1,44,27,44,0.0,44.0,27,17.0
690,O0229,2026-08-22 09:28:00,C015,H03,2,55,35,110,0.0,110.0,70,40.0
691,O0229,2026-08-22 09:28:00,C015,S06,4,22,9,88,0.0,88.0,36,52.0
692,O0230,2026-08-22 13:50:00,C012,H06,2,50,34,100,0.0,100.0,68,32.0
693,O0230,2026-08-22 13:50:00,C012,S05,1,13,8,13,0.0,13.0,8,5.0
694,O0230,2026-08-22 13:50:00,C012,H02,1,44,27,44,0.0,44.0,27,17.0
695,O0231,2026-08-05 17:47:00,C029,H07,1,38,21,38,0.0,38.0,21,17.0
696,O0231,2026-08-05 17:47:00,C029,S02,1,15,9,15,0.0,15.0,9,6.0
697,O0231,2026-08-05 17:47:00,C029,D04,4,16,8,64,0.0,64.0,32,32.0
698,O0231,2026-08-05 17:47:00,C029,S08,1,16,9,16,0.0,16.0,9,7.0
699,O0232,2026-08-21 09:08:00,C007,S05,4,13,8,52,0.0,52.0,32,20.0
700,O0233,2026-08-14 20:20:00,C017,H03,1,55,35,55,0.0,55.0,35,20.0
701,O0233,2026-08-14 20:20:00,C017,H02,1,44,27,44,0.0,44.0,27,17.0
702,O0233,2026-08-14 20:20:00,C017,H05,2,35,20,70,0.0,70.0,40,30.0
703,O0234,2026-08-21 21:31:00,C033,S10,1,33,18,33,0.0,33.0,18,15.0
704,O0234,2026-08-21 21:31:00,C033,H01,2,58,35,116,0.0,116.0,70,46.0
705,O0234,2026-08-21 21:31:00,C033,S06,3,22,9,66,0.0,66.0,27,39.0
706,O0234,2026-08-21 21:31:00,C033,S04,4,19,12,76,0.0,76.0,48,28.0
707,O0234,2026-08-21 21:31:00,C033,S02,4,15,9,60,0.0,60.0,36,24.0
708,O0235,2026-08-13 18:43:00,C018,H03,2,55,35,110,0.0,110.0,70,40.0
709,O0235,2026-08-13 18:43:00,C018,D01,3,18,8,54,0.0,54.0,24,30.0
710,O0235,2026-08-13 18:43:00,C018,D07,4,17,10,68,0.0,68.0,40,28.0
711,O0235,2026-08-13 18:43:00,C018,S07,2,18,9,36,0.0,36.0,18,18.0
712,O0236,2026-08-11 11:26:00,C007,D07,4,17,10,68,0.0,68.0,40,28.0
713,O0236,2026-08-11 11:26:00,C007,S02,1,15,9,15,0.0,15.0,9,6.0
714,O0236,2026-08-11 11:26:00,C007,H03,1,55,35,55,0.0,55.0,35,20.0
715,O0236,2026-08-11 11:26:00,C007,S03,1,30,16,30,0.0,30.0,16,14.0
716,O0236,2026-08-11 11:26:00,C007,S08,2,16,9,32,0.0,32.0,18,14.0
717,O0237,2026-08-14 20:34:00,C047,S05,1,13,8,13,0.0,13.0,8,5.0
718,O0237,2026-08-14 20:34:00,C047,S04,3,19,12,57,0.0,57.0,36,21.0
719,O0237,2026-08-14 20:34:00,C047,H07,1,38,21,38,0.0,38.0,21,17.0
720,O0237,2026-08-14 20:34:00,C047,D05,3,21,15,63,0.0,63.0,45,18.0
721,O0237,2026-08-14 20:34:00,C047,D06,1,14,6,14,0.0,14.0,6,8.0
722,O0238,2026-08-02 12:27:00,C026,H04,2,50,32,100,0.0,100.0,64,36.0
723,O0238,2026-08-02 12:27:00,C026,S06,4,22,9,88,0.0,88.0,36,52.0
724,O0238,2026-08-02 12:27:00,C026,D02,3,17,8,51,0.0,51.0,24,27.0
725,O0238,2026-08-02 12:27:00,C026,D03,4,19,12,76,0.0,76.0,48,28.0
726,O0238,2026-08-02 12:27:00,C026,D06,2,14,6,28,0.0,28.0,12,16.0
727,O0239,2026-08-27 20:51:00,C031,H04,2,50,32,100,0.0,100.0,64,36.0
728,O0240,2026-08-11 21:35:00,C031,D03,3,19,12,57,0.0,57.0,36,21.0
729,O0240,2026-08-11 21:35:00,C031,D02,2,17,8,34,0.0,34.0,16,18.0
730,O0241,2026-08-19 11:49:00,C020,D05,2,21,15,42,0.0,42.0,30,12.0
731,O0241,2026-08-19 11:49:00,C020,S01,4,33,18,132,0.0,132.0,72,60.0
732,O0241,2026-08-19 11:49:00,C020,H05,2,35,20,70,0.0,70.0,40,30.0
733,O0241,2026-08-19 11:49:00,C020,D04,3,16,8,48,0.0,48.0,24,24.0
734,O0241,2026-08-19 11:49:00,C020,D03,2,19,12,38,0.0,38.0,24,14.0
735,O0242,2026-08-29 17:11:00,C001,S09,4,20,12,80,0.0,80.0,48,32.0
736,O0243,2026-08-10 20:39:00,C003,H02,1,44,27,44,0.0,44.0,27,17.0
737,O0243,2026-08-10 20:39:00,C003,S01,3,33,18,99,0.0,99.0,54,45.0
738,O0243,2026-08-10 20:39:00,C003,S06,4,22,9,88,0.0,88.0,36,52.0
739,O0243,2026-08-10 20:39:00,C003,S02,2,15,9,30,0.0,30.0,18,12.0
740,O0244,2026-08-24 19:33:00,C002,S03,1,30,16,30,0.0,30.0,16,14.0
741,O0245,2026-08-03 08:12:00,C010,H02,2,44,27,88,0.0,88.0,54,34.0
742,O0245,2026-08-03 08:12:00,C010,D04,4,16,8,64,0.0,64.0,32,32.0
743,O0245,2026-08-03 08:12:00,C010,S07,3,18,9,54,0.0,54.0,27,27.0
744,O0245,2026-08-03 08:12:00,C010,S04,4,19,12,76,0.0,76.0,48,28.0
745,O0245,2026-08-03 08:12:00,C010,S06,1,22,9,22,0.0,22.0,9,13.0
746,O0246,2026-08-14 19:57:00,C041,S08,2,16,9,32,0.0,32.0,18,14.0
747,O0246,2026-08-14 19:57:00,C041,D06,4,14,6,56,0.0,56.0,24,32.0
748,O0246,2026-08-14 19:57:00,C041,D04,4,16,8,64,0.0,64.0,32,32.0
749,O0246,2026-08-14 19:57:00,C041,S06,3,22,9,66,0.0,66.0,27,39.0
750,O0246,2026-08-14 19:57:00,C041,S02,3,15,9,45,0.0,45.0,27,18.0
751,O0247,2026-08-03 11:02:00,C040,S09,1,20,12,20,0.0,20.0,12,8.0
752,O0247,2026-08-03 11:02:00,C040,D05,3,21,15,63,0.0,63.0,45,18.0
753,O0247,2026-08-03 11:02:00,C040,H07,1,38,21,38,0.0,38.0,21,17.0
754,O0247,2026-08-03 11:02:00,C040,H06,1,50,34,50,0.0,50.0,34,16.0
755,O0247,2026-08-03 11:02:00,C040,H05,2,35,20,70,0.0,70.0,40,30.0
756,O0248,2026-08-25 12:52:00,C035,D02,1,17,8,17,0.0,17.0,8,9.0
757,O0248,2026-08-25 12:52:00,C035,D04,1,16,8,16,0.0,16.0,8,8.0
758,O0248,2026-08-25 12:52:00,C035,D08,3,22,15,66,0.0,66.0,45,21.0
759,O0249,2026-08-12 14:46:00,C009,H03,1,55,35,55,0.0,55.0,35,20.0
760,O0249,2026-08-12 14:46:00,C009,S09,1,20,12,20,0.0,20.0,12,8.0
761,O0249,2026-08-12 14:46:00,C009,S07,4,18,9,72,0.0,72.0,36,36.0
762,O0250,2026-08-18 19:47:00,C005,D06,3,14,6,42,0.0,42.0,18,24.0
763,O0250,2026-08-18 19:47:00,C005,D02,1,17,8,17,0.0,17.0,8,9.0
764,O0250,2026-08-18 19:47:00,C005,D03,2,19,12,38,0.0,38.0,24,14.0
765,O0251,2026-08-15 12:42:00,C036,S03,3,30,16,90,0.0,90.0,48,42.0
766,O0251,2026-08-15 12:42:00,C036,S06,1,22,9,22,0.0,22.0,9,13.0
767,O0252,2026-08-16 09:34:00,C049,D03,3,19,12,57,0.0,57.0,36,21.0
768,O0252,2026-08-16 09:34:00,C049,S03,2,30,16,60,0.0,60.0,32,28.0
769,O0252,2026-08-16 09:34:00,C049,S01,1,33,18,33,0.0,33.0,18,15.0
770,O0252,2026-08-16 09:34:00,C049,D05,4,21,15,84,0.0,84.0,60,24.0
771,O0253,2026-08-29 21:15:00,C043,H01,2,58,35,116,0.0,116.0,70,46.0
772,O0253,2026-08-29 21:15:00,C043,D08,4,22,15,88,0.0,88.0,60,28.0
773,O0253,2026-08-29 21:15:00,C043,H07,1,38,21,38,0.0,38.0,21,17.0
774,O0253,2026-08-29 21:15:00,C043,H02,2,44,27,88,0.0,88.0,54,34.0
775,O0253,2026-08-29 21:15:00,C043,S09,2,20,12,40,0.0,40.0,24,16.0
776,O0254,2026-08-07 07:02:00,C012,H03,2,55,35,110,0.0,110.0,70,40.0
777,O0254,2026-08-07 07:02:00,C012,S10,4,33,18,132,0.0,132.0,72,60.0
778,O0254,2026-08-07 07:02:00,C012,S05,4,13,8,52,0.0,52.0,32,20.0
779,O0255,2026-08-10 19:30:00,C009,S06,1,22,9,22,0.0,22.0,9,13.0
780,O0255,2026-08-10 19:30:00,C009,H01,2,58,35,116,0.0,116.0,70,46.0
781,O0256,2026-08-14 12:43:00,C012,S08,3,16,9,48,0.0,48.0,27,21.0
782,O0257,2026-08-18 13:17:00,C016,H03,1,55,35,55,0.77,54.23,35,19.23
783,O0257,2026-08-18 13:17:00,C016,S02,4,15,9,60,0.84,59.16,36,23.16
784,O0257,2026-08-18 13:17:00,C016,H06,2,50,34,100,1.4,98.6,68,30.6
785,O0258,2026-08-26 12:55:00,C031,D01,2,18,8,36,0.0,36.0,16,20.0
786,O0258,2026-08-26 12:55:00,C031,S07,4,18,9,72,0.0,72.0,36,36.0
787,O0258,2026-08-26 12:55:00,C031,S05,1,13,8,13,0.0,13.0,8,5.0
788,O0259,2026-08-11 07:03:00,C038,D03,3,19,12,57,0.0,57.0,36,21.0
789,O0260,2026-08-14 08:35:00,C030,D02,2,17,8,34,0.0,34.0,16,18.0
790,O0260,2026-08-14 08:35:00,C030,H05,1,35,20,35,0.0,35.0,20,15.0
791,O0261,2026-08-29 12:54:00,C015,H04,2,50,32,100,0.0,100.0,64,36.0
792,O0261,2026-08-29 12:54:00,C015,H06,1,50,34,50,0.0,50.0,34,16.0
793,O0262,2026-08-21 19:46:00,C031,D07,4,17,10,68,0.38,67.62,40,27.62
794,O0262,2026-08-21 19:46:00,C031,H03,2,55,35,110,0.62,109.38,70,39.38
795,O0263,2026-08-29 20:02:00,C001,H07,1,38,21,38,0.0,38.0,21,17.0
796,O0263,2026-08-29 20:02:00,C001,H05,1,35,20,35,0.0,35.0,20,15.0
797,O0264,2026-08-11 12:09:00,C022,H01,1,58,35,58,0.0,58.0,35,23.0
798,O0264,2026-08-11 12:09:00,C022,H05,1,35,20,35,0.0,35.0,20,15.0
799,O0264,2026-08-11 12:09:00,C022,D06,1,14,6,14,0.0,14.0,6,8.0
800,O0264,2026-08-11 12:09:00,C022,S05,1,13,8,13,0.0,13.0,8,5.0
801,O0265,2026-08-26 10:53:00,C039,S01,4,33,18,132,0.0,132.0,72,60.0
802,O0266,2026-08-18 07:54:00,C029,H05,2,35,20,70,0.0,70.0,40,30.0
803,O0266,2026-08-18 07:54:00,C029,H04,1,50,32,50,0.0,50.0,32,18.0
804,O0266,2026-08-18 07:54:00,C029,D06,1,14,6,14,0.0,14.0,6,8.0
805,O0267,2026-08-30 14:33:00,C033,S10,4,33,18,132,0.0,132.0,72,60.0
806,O0268,2026-08-04 14:42:00,C015,D06,2,14,6,28,0.0,28.0,12,16.0
807,O0268,2026-08-04 14:42:00,C015,H02,2,44,27,88,0.0,88.0,54,34.0
808,O0268,2026-08-04 14:42:00,C015,S07,1,18,9,18,0.0,18.0,9,9.0
809,O0269,2026-08-10 09:28:00,C013,S06,2,22,9,44,2.2,41.8,18,23.8
810,O0269,2026-08-10 09:28:00,C013,S04,4,19,12,76,3.8,72.2,48,24.2
811,O0270,2026-08-30 14:55:00,C032,D08,4,22,15,88,0.0,88.0,60,28.0
812,O0270,2026-08-30 14:55:00,C032,S03,4,30,16,120,0.0,120.0,64,56.0
813,O0271,2026-08-07 18:15:00,C044,H07,1,38,21,38,0.0,38.0,21,17.0
814,O0271,2026-08-07 18:15:00,C044,D04,2,16,8,32,0.0,32.0,16,16.0
815,O0272,2026-08-26 11:48:00,C021,D08,4,22,15,88,0.0,88.0,60,28.0
816,O0272,2026-08-26 11:48:00,C021,S08,1,16,9,16,0.0,16.0,9,7.0
817,O0272,2026-08-26 11:48:00,C021,H04,2,50,32,100,0.0,100.0,64,36.0
818,O0272,2026-08-26 11:48:00,C021,D03,4,19,12,76,0.0,76.0,48,28.0
819,O0272,2026-08-26 11:48:00,C021,S07,2,18,9,36,0.0,36.0,18,18.0
820,O0273,2026-08-06 20:28:00,C031,H01,2,58,35,116,0.0,116.0,70,46.0
821,O0273,2026-08-06 20:28:00,C031,D01,3,18,8,54,0.0,54.0,24,30.0
822,O0273,2026-08-06 20:28:00,C031,S02,2,15,9,30,0.0,30.0,18,12.0
823,O0274,2026-08-07 13:30:00,C015,D02,4,17,8,68,0.0,68.0,32,36.0
824,O0274,2026-08-07 13:30:00,C015,S01,1,33,18,33,0.0,33.0,18,15.0
825,O0274,2026-08-07 13:30:00,C015,S06,1,22,9,22,0.0,22.0,9,13.0
826,O0274,2026-08-07 13:30:00,C015,H04,2,50,32,100,0.0,100.0,64,36.0
827,O0275,2026-08-11 19:28:00,C015,D06,3,14,6,42,0.0,42.0,18,24.0
828,O0275,2026-08-11 19:28:00,C015,S08,2,16,9,32,0.0,32.0,18,14.0
829,O0276,2026-08-08 16:29:00,C024,D08,1,22,15,22,0.0,22.0,15,7.0
830,O0276,2026-08-08 16:29:00,C024,H05,2,35,20,70,0.0,70.0,40,30.0
831,O0276,2026-08-08 16:29:00,C024,S09,2,20,12,40,0.0,40.0,24,16.0
832,O0276,2026-08-08 16:29:00,C024,H02,2,44,27,88,0.0,88.0,54,34.0
833,O0276,2026-08-08 16:29:00,C024,D02,4,17,8,68,0.0,68.0,32,36.0
834,O0277,2026-08-26 18:31:00,C050,S01,4,33,18,132,0.0,132.0,72,60.0
835,O0278,2026-08-01 19:13:00,C016,S08,1,16,9,16,0.0,16.0,9,7.0
836,O0278,2026-08-01 19:13:00,C016,H03,2,55,35,110,0.0,110.0,70,40.0
837,O0278,2026-08-01 19:13:00,C016,S09,3,20,12,60,0.0,60.0,36,24.0
838,O0279,2026-08-26 20:59:00,C049,S04,4,19,12,76,0.96,75.04,48,27.04
839,O0279,2026-08-26 20:59:00,C049,D02,2,17,8,34,0.43,33.57,16,17.57
840,O0279,2026-08-26 20:59:00,C049,S03,1,30,16,30,0.38,29.62,16,13.62
841,O0279,2026-08-26 20:59:00,C049,S07,1,18,9,18,0.23,17.77,9,8.77
842,O0280,2026-08-02 08:05:00,C003,S04,1,19,12,19,0.0,19.0,12,7.0
843,O0280,2026-08-02 08:05:00,C003,S06,1,22,9,22,0.0,22.0,9,13.0
844,O0281,2026-08-02 13:31:00,C040,S01,3,33,18,99,0.0,99.0,54,45.0
845,O0281,2026-08-02 13:31:00,C040,S03,1,30,16,30,0.0,30.0,16,14.0
846,O0282,2026-08-13 13:34:00,C003,D06,2,14,6,28,0.0,28.0,12,16.0
847,O0282,2026-08-13 13:34:00,C003,S05,3,13,8,39,0.0,39.0,24,15.0
848,O0282,2026-08-13 13:34:00,C003,H02,1,44,27,44,0.0,44.0,27,17.0
849,O0282,2026-08-13 13:34:00,C003,H07,1,38,21,38,0.0,38.0,21,17.0
850,O0283,2026-08-30 10:43:00,C030,S04,1,19,12,19,0.0,19.0,12,7.0
851,O0284,2026-08-03 12:03:00,C043,S04,4,19,12,76,0.0,76.0,48,28.0
852,O0284,2026-08-03 12:03:00,C043,H02,1,44,27,44,0.0,44.0,27,17.0
853,O0284,2026-08-03 12:03:00,C043,D06,3,14,6,42,0.0,42.0,18,24.0
854,O0284,2026-08-03 12:03:00,C043,H04,1,50,32,50,0.0,50.0,32,18.0
855,O0285,2026-08-20 17:30:00,C029,H02,2,44,27,88,0.0,88.0,54,34.0
856,O0285,2026-08-20 17:30:00,C029,H01,1,58,35,58,0.0,58.0,35,23.0
857,O0285,2026-08-20 17:30:00,C029,S03,1,30,16,30,0.0,30.0,16,14.0
858,O0286,2026-08-23 21:54:00,C035,D02,4,17,8,68,0.0,68.0,32,36.0
859,O0286,2026-08-23 21:54:00,C035,S05,3,13,8,39,0.0,39.0,24,15.0
860,O0286,2026-08-23 21:54:00,C035,H03,2,55,35,110,0.0,110.0,70,40.0
861,O0287,2026-08-30 12:58:00,C045,S03,1,30,16,30,0.43,29.57,16,13.57
862,O0287,2026-08-30 12:58:00,C045,S09,1,20,12,20,0.29,19.71,12,7.71
863,O0287,2026-08-30 12:58:00,C045,H02,2,44,27,88,1.28,86.72,54,32.72
864,O0288,2026-08-12 13:34:00,C014,H01,2,58,35,116,0.0,116.0,70,46.0
865,O0288,2026-08-12 13:34:00,C014,D05,1,21,15,21,0.0,21.0,15,6.0
866,O0288,2026-08-12 13:34:00,C014,H03,1,55,35,55,0.0,55.0,35,20.0
867,O0288,2026-08-12 13:34:00,C014,S03,2,30,16,60,0.0,60.0,32,28.0
868,O0289,2026-08-13 10:42:00,C028,D08,3,22,15,66,0.0,66.0,45,21.0
869,O0289,2026-08-13 10:42:00,C028,S02,3,15,9,45,0.0,45.0,27,18.0
870,O0289,2026-08-13 10:42:00,C028,H03,2,55,35,110,0.0,110.0,70,40.0
871,O0290,2026-08-17 10:19:00,C021,S06,4,22,9,88,0.0,88.0,36,52.0
872,O0290,2026-08-17 10:19:00,C021,D04,4,16,8,64,0.0,64.0,32,32.0
873,O0291,2026-08-02 08:41:00,C002,H05,1,35,20,35,0.0,35.0,20,15.0
874,O0291,2026-08-02 08:41:00,C002,D02,3,17,8,51,0.0,51.0,24,27.0
875,O0291,2026-08-02 08:41:00,C002,D03,2,19,12,38,0.0,38.0,24,14.0
876,O0292,2026-08-11 19:56:00,C016,S02,1,15,9,15,0.07,14.93,9,5.93
877,O0292,2026-08-11 19:56:00,C016,S09,4,20,12,80,0.38,79.62,48,31.62
878,O0292,2026-08-11 19:56:00,C016,S08,1,16,9,16,0.08,15.92,9,6.92
879,O0292,2026-08-11 19:56:00,C016,D04,2,16,8,32,0.15,31.85,16,15.85
880,O0292,2026-08-11 19:56:00,C016,S06,3,22,9,66,0.32,65.68,27,38.68
881,O0293,2026-08-17 07:25:00,C020,H04,2,50,32,100,0.0,100.0,64,36.0
882,O0294,2026-08-04 19:34:00,C007,H03,2,55,35,110,0.0,110.0,70,40.0
883,O0294,2026-08-04 19:34:00,C007,S06,2,22,9,44,0.0,44.0,18,26.0
884,O0294,2026-08-04 19:34:00,C007,S08,3,16,9,48,0.0,48.0,27,21.0
885,O0294,2026-08-04 19:34:00,C007,S02,2,15,9,30,0.0,30.0,18,12.0
886,O0295,2026-08-28 12:04:00,C019,S10,1,33,18,33,0.0,33.0,18,15.0
887,O0295,2026-08-28 12:04:00,C019,H04,1,50,32,50,0.0,50.0,32,18.0
